Target Name, Instrument Mode, Hours on Mode, Program ID, Program PIs, Program Title
HD-260655,MIRI Imaging,6.16,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
L-98-59,MIRI Imaging,4.89,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
L-98-59,NIRSpec Bright Object Time Series,4.38,3942.0,PI: Mario Damiano,Probing the volcanic outgassing activity of a warm sub-Earth planet
L-98-59,NIRSpec Bright Object Time Series,4.38,3942.0,PI: Mario Damiano,Probing the volcanic outgassing activity of a warm sub-Earth planet
L-98-59,NIRSpec Bright Object Time Series,4.38,3942.0,PI: Mario Damiano,Probing the volcanic outgassing activity of a warm sub-Earth planet
LHS-1140,MIRI Imaging,5.12,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
LHS-1140,MIRI Imaging,5.12,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
LHS-1140,MIRI Imaging,5.12,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
LHS-1478,MIRI Imaging,4.61,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
LHS-1478,MIRI Imaging,4.61,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
LTT-3780,MIRI Imaging,4.65,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
LTT-3780,MIRI Imaging,4.65,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
TOI-1468,MIRI Imaging,5.05,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
TOI-1468,MIRI Imaging,5.05,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
TOI-1468,MIRI Imaging,5.05,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
L-231-32,MIRI Imaging,5.94,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
L-231-32,MIRI Imaging,5.94,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
L-231-32,MIRI Imaging,5.94,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
L-231-32,MIRI Imaging,5.94,3730.0,PI: Hannah Diamond-Lowe  Co-PI: Joao Mendonca,The Hot Rocks Survey: Testing 9 Irradiated Terrestrial Exoplanets for Atmospheres
2MASS-J02531581+0003087,NIRSpec Bright Object Time Series,16.56,3784.0,PI: Michael Zhang,Mapping the atmosphere or surface of a hot ultra-short-period super Earth
0510+2315,NIRSpec Fixed Slit Spectroscopy,1.71,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
0510+2315,MIRI Low Resolution Spectroscopy,1.07,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
0510+2315,MIRI Imaging,0.69,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
0529-3401,NIRSpec Fixed Slit Spectroscopy,2.28,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
0529-3401,MIRI Low Resolution Spectroscopy,0.96,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
0529-3401,MIRI Imaging,0.69,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
0611-6931,NIRSpec Fixed Slit Spectroscopy,1.33,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
0611-6931,MIRI Low Resolution Spectroscopy,0.67,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
0611-6931,MIRI Imaging,0.68,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
1814-7354,NIRSpec Fixed Slit Spectroscopy,1.59,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
1814-7354,MIRI Low Resolution Spectroscopy,0.67,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
1814-7354,MIRI Imaging,0.68,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
2329+407,NIRSpec Fixed Slit Spectroscopy,1.54,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
2329+407,MIRI Low Resolution Spectroscopy,0.67,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
2329+407,MIRI Imaging,0.68,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
0420-731,NIRSpec Fixed Slit Spectroscopy,1.68,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
0420-731,MIRI Low Resolution Spectroscopy,0.74,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
0420-731,MIRI Imaging,0.68,3786.0,PI: Andrew Swan,Sizing up silicates at six small stars: Characterising planetary debris orbiting white dwarfs
TOI-270ACQUISITION,NIRSpec Bright Object Time Series,7.23,3818.0,PI: Cyril Gapp  Co-PIs: Luis Welbanks  Dana Louie  Jake Taylor  and Thomas Mikal-Evans,To be or not to be in equilibrium: Probing disequilibrium chemistry on the warm sub-Neptune TOI-270 d
TRES-4TRES-4-TA,NIRSpec Bright Object Time Series,9.91,3838.0,PI: James Kirk  Co-PI: Eva-Maria Ahrer,Does atmospheric composition actually trace formation? Observing aligned vs misaligned hot Jupiters as a testbed
KELT-7KELT-7-TA,NIRSpec Bright Object Time Series,9.78,3838.0,PI: James Kirk  Co-PI: Eva-Maria Ahrer,Does atmospheric composition actually trace formation? Observing aligned vs misaligned hot Jupiters as a testbed
NGTS-2NGTS-2-TA,NIRSpec Bright Object Time Series,11.14,3838.0,PI: James Kirk  Co-PI: Eva-Maria Ahrer,Does atmospheric composition actually trace formation? Observing aligned vs misaligned hot Jupiters as a testbed
WASP-15WASP-15-TA,NIRSpec Bright Object Time Series,10.04,3838.0,PI: James Kirk  Co-PI: Eva-Maria Ahrer,Does atmospheric composition actually trace formation? Observing aligned vs misaligned hot Jupiters as a testbed
HAT-P-30HAT-P-30-TA,NIRSpec Bright Object Time Series,8.34,3838.0,PI: James Kirk  Co-PI: Eva-Maria Ahrer,Does atmospheric composition actually trace formation? Observing aligned vs misaligned hot Jupiters as a testbed
G-7-34,NIRCam Coronagraphic Imaging,2.94,3840.0,PI: Ell Bogat  Co-PI: Joshua Schlieder,JWST NIRCam Confirmation of the First Directly Imaged Sub-Saturn Mass Exoplanet
G-7-34,NIRCam Coronagraphic Imaging,2.63,3840.0,PI: Ell Bogat  Co-PI: Joshua Schlieder,JWST NIRCam Confirmation of the First Directly Imaged Sub-Saturn Mass Exoplanet
HIP17695,NIRCam Coronagraphic Imaging,2.93,3840.0,PI: Ell Bogat  Co-PI: Joshua Schlieder,JWST NIRCam Confirmation of the First Directly Imaged Sub-Saturn Mass Exoplanet
TOI-561,NIRSpec Bright Object Time Series,44.23,3860.0,PI: Johanna Teske,Phase Curve Observations of TOI-561 b To Study Atmosphere-Interior Exchange
DENIS-J155556.0-204518,MIRI Medium Resolution Spectroscopy,2.37,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
GY92-3,MIRI Medium Resolution Spectroscopy,1.36,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
OPH-2349.8-2601,MIRI Medium Resolution Spectroscopy,4.38,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
GY92-320,MIRI Medium Resolution Spectroscopy,3.89,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
USCOCTIO-113,MIRI Medium Resolution Spectroscopy,3.38,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
USCOCTIO-128,MIRI Medium Resolution Spectroscopy,3.81,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
DENIS-J161005.4-191936,MIRI Medium Resolution Spectroscopy,3.78,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
DENIS-J160603.9-205644,MIRI Medium Resolution Spectroscopy,2.51,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
ISO-CHAI-217,MIRI Medium Resolution Spectroscopy,2.08,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
ISO-CHAI-252,MIRI Medium Resolution Spectroscopy,1.85,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
ISO-CHAI-138,MIRI Medium Resolution Spectroscopy,3.11,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
2MASS-J16085953-3856275,MIRI Medium Resolution Spectroscopy,2.37,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
2MASS-J16115979-3823383,MIRI Medium Resolution Spectroscopy,2.13,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
CFHT-BD-TAU-9,MIRI Medium Resolution Spectroscopy,2.03,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
2MASS-J04201611+2821325,MIRI Medium Resolution Spectroscopy,2.99,3886.0,PI: Sierra Grant,Probing carbon chemistry and dust in the planet-forming zones of brown dwarf disks
FOMALHAUT,NIRCam Coronagraphic Imaging,3.31,3925.0,PI: Charles Beichman,Planets or Giant Collisions in the Fomalhaut Debris Disk System
FOMALHAUT,NIRCam Coronagraphic Imaging,3.32,3925.0,PI: Charles Beichman,Planets or Giant Collisions in the Fomalhaut Debris Disk System
ELIAS2-27,NIRCam Coronagraphic Imaging,1.55,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
ELIAS2-27,NIRCam Coronagraphic Imaging,1.21,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
TYC-6797-601-1,NIRCam Coronagraphic Imaging,1.28,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
IM-LUP,NIRCam Coronagraphic Imaging,1.55,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
IM-LUP,NIRCam Coronagraphic Imaging,1.21,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
HD-137749,NIRCam Coronagraphic Imaging,1.15,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
AB-AUR,NIRCam Coronagraphic Imaging,1.92,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
AB-AUR,NIRCam Coronagraphic Imaging,1.58,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
HD-31234,NIRCam Coronagraphic Imaging,0.97,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
WAOPH6,NIRCam Coronagraphic Imaging,1.55,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
WAOPH6,NIRCam Coronagraphic Imaging,1.21,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
BD-13-4519,NIRCam Coronagraphic Imaging,1.22,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
RU-LUP,NIRCam Coronagraphic Imaging,1.12,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
RU-LUP,NIRCam Coronagraphic Imaging,1.21,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
TYC-7320-262-1,NIRCam Coronagraphic Imaging,1.11,3947.0,PI: Brendan Bowler,Testing the Giant Planet Hypothesis for Spiral-driven Arms in Protoplanetary Disks
PGZ2001-J160532.1-193315,NIRSpec IFU Spectroscopy,2.82,3962.0,PI: Benoit Tabone,A NIRSpec pilot program on planet-forming disks around very-low mass stars
ISO-CHAI-147,NIRSpec IFU Spectroscopy,2.82,3962.0,PI: Benoit Tabone,A NIRSpec pilot program on planet-forming disks around very-low mass stars
KEPLER-12,NIRSpec Bright Object Time Series,13.94,3969.0,PI: Nestor Espinoza  Co-PI: Diana Powell,Hot Jupiter Atmospheric Forecast: Are mornings cloudier than evenings in other worlds?
KEPLER-12,NIRSpec Bright Object Time Series,13.94,3969.0,PI: Nestor Espinoza  Co-PI: Diana Powell,Hot Jupiter Atmospheric Forecast: Are mornings cloudier than evenings in other worlds?
WASP-52,NIRSpec Bright Object Time Series,7.33,3969.0,PI: Nestor Espinoza  Co-PI: Diana Powell,Hot Jupiter Atmospheric Forecast: Are mornings cloudier than evenings in other worlds?
HAT-P-65,NIRSpec Bright Object Time Series,13.16,3969.0,PI: Nestor Espinoza  Co-PI: Diana Powell,Hot Jupiter Atmospheric Forecast: Are mornings cloudier than evenings in other worlds?
HAT-P-65,NIRSpec Bright Object Time Series,13.16,3969.0,PI: Nestor Espinoza  Co-PI: Diana Powell,Hot Jupiter Atmospheric Forecast: Are mornings cloudier than evenings in other worlds?
HD-53143,NIRCam Coronagraphic Imaging,1.58,3973.0,PI: Timothy Pearce  Co-PI: Elisabeth Matthews,Using planets to dynamically weigh a debris disc for the first time
HD-53143,NIRCam Imaging,1.53,3973.0,PI: Timothy Pearce  Co-PI: Elisabeth Matthews,Using planets to dynamically weigh a debris disc for the first time
HD-53143,NIRCam Imaging,1.20,3973.0,PI: Timothy Pearce  Co-PI: Elisabeth Matthews,Using planets to dynamically weigh a debris disc for the first time
HD-37501,NIRCam Coronagraphic Imaging,3.74,3973.0,PI: Timothy Pearce  Co-PI: Elisabeth Matthews,Using planets to dynamically weigh a debris disc for the first time
ISO-CHAI-52,MIRI Medium Resolution Spectroscopy,1.52,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-1942,MIRI Medium Resolution Spectroscopy,1.58,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CHSM-13620,MIRI Medium Resolution Spectroscopy,1.03,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
2MASS-J16042165-2130284,MIRI Medium Resolution Spectroscopy,1.46,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-156,MIRI Medium Resolution Spectroscopy,1.05,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-298,MIRI Medium Resolution Spectroscopy,1.16,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-1295,MIRI Medium Resolution Spectroscopy,1.22,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-1545,MIRI Medium Resolution Spectroscopy,1.26,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-1575,MIRI Medium Resolution Spectroscopy,1.11,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-1711,MIRI Medium Resolution Spectroscopy,1.08,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-1739,MIRI Medium Resolution Spectroscopy,1.89,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-1772,MIRI Medium Resolution Spectroscopy,2.53,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-1842,MIRI Medium Resolution Spectroscopy,2.47,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-1886,MIRI Medium Resolution Spectroscopy,1.41,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
CVSO-1928,MIRI Medium Resolution Spectroscopy,1.02,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
2MASS-J16020757-2257467,MIRI Medium Resolution Spectroscopy,1.10,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
2MASS-J08074647-4711495,MIRI Medium Resolution Spectroscopy,2.97,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
2MASS-J08075546-4707460,MIRI Medium Resolution Spectroscopy,0.90,3983.0,PI: Thanawuth Thanathibodee  Co-PI: Catherine Espaillat,Searching for Evidence of EUV Photoevaporation in Actively Dispersing Protoplanetary Disks
HD21997,NIRCam Coronagraphic Imaging,1.57,3989.0,PI: Sasha Hinkley  Co-PIs: Cecilia Lazzoni and Sebastian Marino,Spotting the Perturbers: A Coronagraphic Survey of Debris Disk Stars with Common Proper Motion Anomalies
HD22333,NIRCam Coronagraphic Imaging,1.54,3989.0,PI: Sasha Hinkley  Co-PIs: Cecilia Lazzoni and Sebastian Marino,Spotting the Perturbers: A Coronagraphic Survey of Debris Disk Stars with Common Proper Motion Anomalies
HD92945,NIRCam Coronagraphic Imaging,1.63,3989.0,PI: Sasha Hinkley  Co-PIs: Cecilia Lazzoni and Sebastian Marino,Spotting the Perturbers: A Coronagraphic Survey of Debris Disk Stars with Common Proper Motion Anomalies
HD92973,NIRCam Coronagraphic Imaging,1.63,3989.0,PI: Sasha Hinkley  Co-PIs: Cecilia Lazzoni and Sebastian Marino,Spotting the Perturbers: A Coronagraphic Survey of Debris Disk Stars with Common Proper Motion Anomalies
HD202628,NIRCam Coronagraphic Imaging,1.62,3989.0,PI: Sasha Hinkley  Co-PIs: Cecilia Lazzoni and Sebastian Marino,Spotting the Perturbers: A Coronagraphic Survey of Debris Disk Stars with Common Proper Motion Anomalies
